实例ID,内部回复数,内部转发数,内部点赞数,内部互动总数,跨实例主动回复数,跨实例主动转发数,跨实例主动点赞数,跨实例主动互动总数,跨实例被动回复数,跨实例被动转发数,跨实例被动点赞数,跨实例被动互动总数,跨实例总互动数
commodore.social,0,0,0,0,0,0,7,7,0,0,0,0,7
lonely.town,1,0,1,2,0,3,31,34,0,1,3,4,38
social.id1.in,0,0,0,0,0,8,15,23,0,0,0,0,23
fedi.monkee.ch,0,0,0,0,0,14,20,34,0,0,0,0,34
neovibe.app,0,0,0,0,0,6,57,63,0,0,1,1,64
toot.ramuuns.com,0,0,0,0,0,1,1,2,0,0,2,2,4
digitalcourage.social,0,0,1,1,0,2948,5661,8609,0,32,30,62,8671
103.social,0,0,0,0,0,2,0,2,0,0,0,0,2
deep13.social,0,0,0,0,1,2,1,4,0,0,0,0,4
social.bitfolk.com,1,0,0,1,0,1,0,1,0,1,1,2,3
okla.social,0,0,0,0,0,1,43,44,0,2,23,25,69
lea.pet,0,0,0,0,0,49,27,76,0,0,0,0,76
social.meenzen.net,0,0,0,0,0,1,1,2,0,0,0,0,2
mastodon.bram.dev,0,0,0,0,0,1,2,3,0,0,0,0,3
8ballsystem.gay,0,0,0,0,0,84,57,141,3,0,0,3,144
social.slug.it,0,0,0,0,0,4,4,8,0,0,0,0,8
couch.beerriot.com,0,0,0,0,1,9,37,47,0,0,2,2,49
goto.77nn.it,0,0,0,0,0,2,2,4,0,0,0,0,4
pleroma.stuebinm.eu,0,0,0,0,0,0,6,6,0,0,0,0,6
social.gr0k.net,0,0,0,0,0,0,7,7,0,0,0,0,7
tilde.zone,9,3,39,51,0,500,1037,1537,1,50,283,334,1871
social.benny.de,0,0,0,0,0,38,153,191,0,0,2,2,193
freedomofspee.ch,0,0,0,0,0,8,4,12,0,0,0,0,12
m.webtoo.ls,0,3,2,5,0,11,18,29,0,36,47,83,112
circus.town,0,0,0,0,0,1,0,1,0,0,0,0,1
barkclub.xyz,0,0,0,0,0,0,1,1,0,0,2,2,3
tunahan.social,1,0,0,1,0,0,0,0,0,0,0,0,0
social.vasilis.nl,0,0,0,0,0,1,5,6,0,0,0,0,6
mastodon.furrycon.social,0,0,0,0,0,0,0,0,0,2,4,6,6
piaille.fr,751,2542,3446,6739,0,7143,7058,14201,6,7763,10298,18067,32268
tsukihi.me,1,0,2,3,6,172,224,402,0,0,13,13,415
mastodon.triggerphra.se,1,0,1,2,0,5,77,82,0,0,0,0,82
icelandphotos.co.uk,0,0,0,0,0,0,6,6,0,35,119,154,160
mastodon.ee,0,0,0,0,0,1,1,2,0,0,0,0,2
mastodon.jordanwages.com,0,0,0,0,0,25,162,187,0,0,0,0,187
m.fxworks.io,0,0,0,0,0,6,9,15,0,1,2,3,18
mastodon.vhack.eu,0,0,0,0,0,1,0,1,0,0,0,0,1
functional.cafe,6,1,3,10,0,418,786,1204,6,19,38,63,1267
mkultra.monster,0,1,0,1,0,2,2,4,0,1,1,2,6
feed.ciql.net,0,0,0,0,0,4,2,6,0,0,3,3,9
social.n1mtp.com,0,0,0,0,0,0,1,1,0,0,0,0,1
studio8502.ca,0,0,0,0,0,34,57,91,0,0,0,0,91
boskovice.social,0,1,2,3,0,0,0,0,0,1,1,2,2
social.blach.io,0,0,0,0,0,2,6,8,0,0,0,0,8
mastodon.gal,11,49,80,140,0,567,691,1258,0,50,89,139,1397
xn--y9a6bah4ck.xn--y9a3aq,0,0,0,0,0,0,2,2,0,0,0,0,2
kasakoso.lol,0,0,0,0,0,1,2,3,0,0,0,0,3
social.abraum.de,0,0,0,0,0,0,0,0,0,0,2,2,2
fantastic.earth,0,0,0,0,0,26,65,91,0,0,0,0,91
social.kyiv.dcomm.net.ua,13,4,32,49,0,64,134,198,0,14,93,107,305
iaccessibility.social,0,0,0,0,0,1,3,4,2,0,0,2,6
oransns.com,0,0,0,0,0,33,36,69,0,0,0,0,69
foxsay.southfox.me,0,0,0,0,0,1,2,3,0,0,0,0,3
jasondavis.net,0,0,0,0,0,2,72,74,0,0,0,0,74
obsidianmoon.com,0,0,0,0,0,2,4,6,0,0,0,0,6
ilbery.family,1,0,0,1,0,5,14,19,0,2,7,9,28
social.devteams.at,0,0,0,0,0,5,10,15,0,0,2,2,17
strangeplace.me,0,0,0,0,0,7,0,7,0,0,2,2,9
defcon.social,6,5,6,17,0,1181,1610,2791,6,61,112,179,2970
hey.kejadlen.dev,0,0,0,0,0,3,4,7,0,0,0,0,7
mstdn.matsu.icu,0,0,0,0,0,0,2,2,0,0,0,0,2
blog.mbe.tv,0,0,0,0,0,3,6,9,0,0,0,0,9
mofmof.coffee,0,0,33,33,0,0,0,0,0,0,2,2,2
tukkers.online,0,0,0,0,0,0,5,5,0,10,12,22,27
mastodon.titi.me.uk,0,0,0,0,0,0,1,1,0,0,0,0,1
hey.hagelb.org,0,0,0,0,0,3,7,10,0,0,0,0,10
fedi.gvisoc.com,0,0,0,0,0,4,0,4,0,0,0,0,4
follow.agwa.name,0,0,0,0,2,0,0,2,0,0,13,13,15
social.dib.de,3,0,0,3,0,0,6,6,0,0,9,9,15
social.accum.se,0,0,0,0,0,2,0,2,0,0,0,0,2
mieth.social,0,0,0,0,0,16,7,23,0,0,0,0,23
tokler.com,0,0,0,0,0,0,2,2,0,0,0,0,2
masto.asulia.fr,0,0,0,0,0,1,0,1,0,0,0,0,1
fedi.lat,0,0,0,0,0,47,116,163,0,0,0,0,163
social.daleth.cafe,0,0,0,0,0,0,141,141,0,0,0,0,141
ridesbik.es,0,0,0,0,0,3,46,49,0,1,16,17,66
beta.versia.social,0,0,0,0,0,0,0,0,1,0,0,1,1
masto.lema.org,1,0,0,1,0,14,42,56,0,6,28,34,90
girlboss.gaslight.love,20,1,1,22,176,34,71,281,81,151,570,802,1083
jenrweb.com,0,0,0,0,0,0,4,4,0,0,0,0,4
mastodon.adamgeitgey.com,0,0,0,0,0,11,0,11,0,0,1,1,12
doyle.boston,0,0,0,0,0,2,20,22,0,0,1,1,23
nya.social,0,0,0,0,0,19,2,21,0,0,0,0,21
animalesenfu.ga,0,0,0,0,0,4,4,8,0,0,0,0,8
federate.me.uk,0,0,0,0,0,1,2,3,0,5,9,14,17
donphan.social,3,1,0,4,0,86,123,209,0,3,11,14,223
chaoticneutral.space,0,0,0,0,0,3,4,7,0,0,0,0,7
social.goblfc.org,0,0,0,0,0,0,0,0,0,1,1,2,2
mastorol.es,5,20,40,65,0,594,633,1227,1,47,110,158,1385
social.samf.me,0,0,0,0,0,0,0,0,0,0,7,7,7
social.arnaus.net,0,0,0,0,0,1,1,2,0,0,0,0,2
mastodon.thi.ng,0,0,0,0,0,4,34,38,0,0,0,0,38
recurse.social,0,0,1,1,0,41,100,141,1,0,2,3,144
social.canony.xyz,0,0,0,0,0,3,4,7,0,0,0,0,7
teal.social,0,0,2,2,0,7,33,40,0,0,6,6,46
mstdn.sagami-yashiro.net,0,0,0,0,0,1,1,2,0,0,1,1,3
communicating.cypherpunk.observer,0,0,0,0,0,0,3,3,0,0,0,0,3
brioco.social,0,0,0,0,0,0,3,3,0,0,0,0,3
phouon.com,0,0,0,0,0,0,1,1,0,0,0,0,1
mastodon.tarmil.fr,0,0,0,0,0,0,0,0,0,1,2,3,3
mstdn.kernel-panic.lol,0,0,0,0,0,1,0,1,0,0,0,0,1
the.dragoness.space,0,0,0,0,0,1,0,1,0,0,0,0,1
pl.mv-software.de,0,0,0,0,0,0,24,24,0,0,0,0,24
lilymagic.com,0,0,0,0,0,0,2,2,0,0,0,0,2
icy.arcticfluff.eu,0,0,0,0,0,0,9,9,0,0,0,0,9
social.yearg.in,0,0,0,0,0,0,2,2,0,1,1,2,4
contenttechtodon.org,0,0,0,0,0,2,4,6,0,0,0,0,6
xn--vusz0j.art,0,0,0,0,0,8,17,25,0,0,0,0,25
mahalo.social,0,0,0,0,0,5,0,5,0,0,0,0,5
mk.kakun.jp,0,0,0,0,0,0,2,2,0,0,0,0,2
unvernunft.social,0,0,0,0,0,52,67,119,0,0,9,9,128
social.weiznich.de,0,0,0,0,0,2,2,4,0,0,0,0,4
my.lono.space,0,0,0,0,0,0,1,1,0,0,0,0,1
wargamers.social,0,0,3,3,0,9,47,56,0,5,13,18,74
m.tripulse.link,0,0,0,0,0,0,1,1,0,0,0,0,1
social.tmprs.net,0,0,0,0,0,23,5,28,0,3,4,7,35
mstdn.thms.uk,0,0,0,0,0,3,0,3,0,0,0,0,3
masto.snoozetown.org,0,0,0,0,0,1,11,12,0,0,1,1,13
non.iee.engineer,0,0,0,0,0,1,2,3,0,0,0,0,3
ponies.social,15,27,186,228,0,0,0,0,0,1,8,9,9
social.caskey-demaret.se,0,0,0,0,0,2,1,3,0,1,2,3,6
social.podsnack.se,0,0,0,0,0,0,1,1,0,3,4,7,8
fsk.im,0,0,0,0,0,3,3,6,0,0,0,0,6
x.gthree.win,1,0,0,1,0,0,0,0,0,0,0,0,0
gotosocial.patatas.ca,0,0,0,0,0,1,9,10,0,0,0,0,10
social.soundforsound.co.uk,0,0,0,0,0,1,0,1,0,0,0,0,1
mastodon.siteop.biz,0,0,0,0,0,1,0,1,0,0,0,0,1
pulpunte-chinpun.xyz,0,0,0,0,0,0,0,0,0,14,81,95,95
jazztodon.com,0,0,2,2,0,6,16,22,1,23,54,78,100
fedi.yesmap.net,0,6,20,26,0,2,32,34,0,1,7,8,42
pornanime.club,0,0,0,0,0,0,3,3,0,1,1,2,5
m.campfi.rs,0,0,0,0,0,0,14,14,0,0,0,0,14
splatsville.social,0,0,0,0,0,3,4,7,0,0,0,0,7
social.pouill.eu,0,0,0,0,0,1,0,1,0,0,0,0,1
bears.town,0,0,0,0,0,8,31,39,0,0,0,0,39
ernestoacosta.org,0,0,0,0,0,0,2,2,1,0,3,4,6
snac.lin.moe,2,0,0,2,0,0,0,0,0,0,0,0,0
social.consummatetinkerer.net,0,0,0,0,0,9,2,11,0,0,0,0,11
ctrvx.net,0,0,0,0,0,1,0,1,0,0,0,0,1
hidden.pics,0,0,0,0,0,0,26,26,0,0,0,0,26
cosocial.ca,3,2,16,21,0,638,1323,1961,34,8,38,80,2041
sharkey.coffeeandtrains.de,0,0,0,0,0,0,13,13,0,0,0,0,13
literatur.social,13,18,46,77,0,943,2671,3614,2,99,223,324,3938
23.social,1,0,3,4,0,238,859,1097,0,7,35,42,1139
goblin.masto.host,2,0,0,2,0,0,0,0,0,0,0,0,0
portal.gb0.dev,0,0,0,0,0,2,7,9,0,0,0,0,9
goto.alldnb.com,0,0,0,0,0,0,4,4,0,0,0,0,4
xn--lw8h.xn--9s9h.it.com,0,0,0,0,0,0,1,1,0,0,0,0,1
disobey.net,0,0,0,0,0,15,16,31,1,0,0,1,32
pcgamer.social,0,0,0,0,0,0,2,2,0,0,0,0,2
bookstodon.com,0,2,8,10,0,628,1300,1928,4,21,87,112,2040
mastodon.mikmak.cc,0,0,0,0,0,0,0,0,0,1,0,1,1
realsocial.life,0,0,1,1,0,76,67,143,1,8,41,50,193
mast.eu.org,0,0,2,2,0,7,33,40,1,10,23,34,74
masto.onemanandhisblog.com,0,0,0,0,0,1,1,2,0,0,2,2,4
liker.social,0,0,0,0,0,43,63,106,0,0,0,0,106
fedi.jameuwu.com,0,0,0,0,0,0,1,1,0,0,0,0,1
mitra.samr1.net,0,0,0,0,0,2,0,2,0,0,0,0,2
redwombat.social,0,0,0,0,0,34,37,71,0,0,8,8,79
me.ns.ci,0,0,0,0,0,113,686,799,0,0,0,0,799
shrike.club,11,4,143,158,0,19,158,177,0,46,126,172,349
fosstodon.org,376,763,1809,2948,0,5990,17144,23134,39,6463,10860,17362,40496
mk.phreedom.club,0,0,0,0,0,9,8,17,0,0,0,0,17
fairdinkum.one,0,0,1,1,0,75,103,178,0,3,3,6,184
narikiri.hostdon.ne.jp,0,0,2,2,0,0,0,0,0,0,0,0,0
social.trojaner.dev,0,0,0,0,0,0,1,1,0,0,0,0,1
mastodon.tgjb.org,0,0,0,0,0,0,1,1,0,0,0,0,1
reshet.social,0,0,0,0,0,0,0,0,0,1,3,4,4
discordian.social,0,4,2,6,0,1466,606,2072,0,0,2,2,2074
correctiv.social,0,0,0,0,0,0,0,0,0,6,12,18,18
nonsequiturs.social,0,0,0,0,0,3,2,5,0,0,3,3,8
join.mttv.it,0,0,0,0,0,2,0,2,0,0,0,0,2
pachy.youshallnotpass.com,0,0,0,0,0,0,1,1,0,0,0,0,1
klog.tw,0,0,0,0,0,6,13,19,0,0,0,0,19
fed.uninsane.org,0,0,0,0,0,0,3,3,0,0,1,1,4
mastodon.archive.org,0,0,0,0,0,0,1,1,0,0,0,0,1
trans.enby.town,2,0,0,2,0,0,0,0,0,4,17,21,21
transfem.boywife.top,0,0,0,0,1,8,14,23,0,0,0,0,23
p.median.moe,2,0,0,2,0,2,2,4,0,1,1,2,6
45sukey.net,0,0,0,0,0,3,13,16,0,0,0,0,16
pl.catboyindustries.co,0,0,0,0,0,1,4,5,0,0,0,0,5
mckellar.social,0,0,0,0,0,2,11,13,0,0,10,10,23
mastodon.pixeloasis.eu,0,0,0,0,0,0,7,7,0,0,0,0,7
mastodon.zuzakistan.com,0,0,0,0,0,0,0,0,0,0,2,2,2
basidium.club,0,0,0,0,0,0,6,6,0,0,0,0,6
swingset.social,0,0,1,1,0,38,55,93,0,1,8,9,102
social.medusmedia.com,0,0,0,0,0,0,0,0,0,2,3,5,5
social.nozbe.com,0,0,0,0,0,1,4,5,0,2,2,4,9
social.prosumer.dev,0,0,0,0,0,0,3,3,0,0,0,0,3
discuss.smash.today,0,0,2,2,0,1,51,52,0,0,0,0,52
planetrage.social,0,1,2,3,3,13,48,64,0,5,8,13,77
kampftoast.de,0,0,0,0,0,1,5,6,0,0,0,0,6
mastodontti.fi,0,0,0,0,0,758,1384,2142,1,0,0,1,2143
myprivate.social,0,0,2,2,0,2,835,837,0,0,2,2,839
seocommunity.social,0,0,0,0,0,10,91,101,0,1,0,1,102
kuu.moe,0,0,1,1,0,0,2,2,0,0,1,1,3
breakpoint.cafe,0,0,0,0,0,0,29,29,0,0,6,6,35
social.blackmetal.club,0,0,0,0,0,1,3,4,0,3,0,3,7
cuyes.mooo.com,0,0,0,0,0,6,0,6,0,0,0,0,6
smolhaj.social,0,0,2,2,0,2,10,12,0,0,6,6,18
social.modest.com,0,0,0,0,0,0,0,0,0,0,1,1,1
colorid.es,0,1,1,2,0,12,85,97,0,0,2,2,99
valenciapa.ws,1,0,0,1,0,1,41,42,0,0,2,2,44
QuarteredCircle.net,0,0,0,0,0,32,41,73,0,0,0,0,73
mastodon.hk,0,0,2,2,0,32,25,57,0,0,1,1,58
mastodon.f-si.org,0,0,0,0,0,0,0,0,0,6,10,16,16
theshark-smellslike.sparklef.art,0,0,0,0,0,2,12,14,0,0,0,0,14
social.scriptjunkie.us,0,0,0,0,0,10,45,55,0,0,1,1,56
wandzeitung.xyz,0,0,5,5,0,18,99,117,0,1,19,20,137
wonkodon.com,0,0,0,0,0,25,112,137,0,0,0,0,137
toot.aquilenet.fr,1,0,0,1,0,247,479,726,0,14,11,25,751
roma.sodo-shed.com,0,0,0,0,1,0,0,1,0,0,0,0,1
macavity.cat,0,0,0,0,0,2,7,9,0,0,0,0,9
eepy.space,0,0,0,0,0,0,2,2,0,0,0,0,2
clubmate.gay,0,0,0,0,0,9,14,23,0,0,0,0,23
assemblag.es,0,1,3,4,0,154,204,358,1,22,35,58,416
cysec.social,0,0,0,0,0,0,1,1,0,5,3,8,9
bliry.fr,0,0,0,0,0,41,32,73,0,0,0,0,73
masto.nicolastissot.fr,0,0,0,0,0,0,1,1,0,0,0,0,1
stefanbohacek.online,18,0,0,18,0,14,216,230,2,406,412,820,1050
dirtyknight.life,0,0,0,0,0,6,20,26,5,0,0,5,31
toot.kif.rocks,2,1,4,7,0,191,440,631,3,4,44,51,682
social.gl-como.it,1,0,1,2,6,2,4,12,0,3,12,15,27
potate.space,0,0,0,0,0,18,30,48,0,0,0,0,48
pfeifling.de,0,0,0,0,0,25,62,87,0,0,0,0,87
mastodon.girino.org,0,0,0,0,0,1,0,1,0,0,0,0,1
x.doanhtu.com,0,0,1,1,0,0,0,0,0,0,0,0,0
pixey.org,0,0,0,0,0,6,95,101,0,0,0,0,101
geeknews.chat,0,0,0,0,0,0,0,0,1,27,31,59,59
social.jazzbutcher.com,1,0,0,1,0,0,0,0,0,0,0,0,0
wikimedia.social,0,0,0,0,0,1,0,1,0,2,6,8,9
dobies.space,0,0,0,0,0,0,1,1,0,0,0,0,1
social.t12.online,0,0,0,0,0,0,40,40,0,0,0,0,40
ist-ur.org,0,0,0,0,0,0,1,1,0,0,0,0,1
ruhrpott.social,1,0,0,1,0,24,23,47,0,3,9,12,59
bladerunner.social,0,0,0,0,0,16,21,37,0,0,0,0,37
ryona.quasivoid.net,0,0,0,0,0,3,2,5,0,0,0,0,5
rawr.tf,0,0,0,0,0,1,3,4,0,0,0,0,4
infrastruct.social,3,0,0,3,0,0,1,1,0,0,11,11,12
joshuastrobl.social,0,0,0,0,0,2,2,4,0,3,9,12,16
nacchan.ca,0,0,0,0,0,0,1,1,0,0,0,0,1
mstdn.progressiv.dev,0,0,0,0,0,2,0,2,0,0,0,0,2
natter.wtf,0,0,0,0,0,0,1,1,0,0,0,0,1
oxytodon.com,0,0,0,0,0,4,8,12,0,0,0,0,12
mastodon.flifloo.fr,0,0,0,0,0,0,27,27,0,0,0,0,27
fedi.nyc.what.if.ua,0,0,0,0,0,13,1,14,0,0,0,0,14
cavalina.net,0,0,0,0,0,5,5,10,0,5,12,17,27
social.p6drad-teel.net,0,0,0,0,0,0,5,5,0,0,0,0,5
mastodon.lundgrensjostrom.com,0,0,0,0,0,0,1,1,0,0,0,0,1
selfhosted.cafe,0,0,0,0,0,2,0,2,0,0,0,0,2
iconfactory.world,1,0,0,1,0,0,1,1,0,12,24,36,37
pennytucker.social,0,0,0,0,0,0,1,1,2,1,1,4,5
social.jtalk.ru,0,0,0,0,0,0,0,0,0,2,2,4,4
social.vleij.com,0,0,0,0,0,0,5,5,0,0,2,2,7
social.dekay.se,0,0,0,0,0,1,3,4,0,0,0,0,4
pleroma.marussy.com,0,0,0,0,1,0,2,3,0,0,1,1,4
rape.pet,0,0,0,0,0,97,118,215,0,0,0,0,215
sigmoid.social,4,2,1,7,0,214,832,1046,1,14,69,84,1130
zia.io,0,0,0,0,2,1,63,66,0,0,1,1,67
m.yufushiro.dev,0,0,0,0,0,0,7,7,0,0,0,0,7
fedi.askiiart.net,0,0,0,0,0,17,2,19,0,0,0,0,19
social.paulderaaij.nl,1,0,0,1,0,3,0,3,0,0,1,1,4
firebird.zone,0,0,0,0,0,1,2,3,0,0,0,0,3
games.ngo,0,0,0,0,0,20,6,26,0,0,5,5,31
mastodon.bofhers.es,2,0,0,2,0,47,61,108,0,0,2,2,110
ihatebeinga.live,0,0,0,0,0,16,22,38,0,0,0,0,38
seal.cafe,21,7,9,37,121,16,31,168,30,91,219,340,508
mstd.seungjin.net,2,1,0,3,0,5,2,7,1,5,4,10,17
matrix.rocks,0,0,0,0,0,36,38,74,0,0,0,0,74
net.dill.moe,0,0,0,0,0,3,3,6,0,0,0,0,6
toot.wales,20,29,144,193,0,1361,2090,3451,10,247,826,1083,4534
social.tumelum.de,0,0,0,0,0,3,4,7,0,0,0,0,7
pentimento.me,0,0,0,0,0,0,1,1,0,0,0,0,1
rairarai.hostdon.ne.jp,0,0,0,0,0,3,4,7,0,0,0,0,7
otter.garden,0,0,0,0,0,0,2,2,0,0,0,0,2
sns.handsomewaifu.pink,0,0,0,0,0,19,19,38,0,0,0,0,38
glitch.flauschbereich.de,0,0,0,0,0,1,0,1,0,0,0,0,1
social.tourmentine.com,0,0,0,0,0,0,1,1,0,0,0,0,1
i.got.mcblitzy.win,0,0,0,0,0,0,0,0,0,1,0,1,1
social.anafabula.de,0,0,0,0,0,2,10,12,0,0,0,0,12
anti.social.sungo.cloud,0,0,0,0,0,2,8,10,0,0,0,0,10
toast.dragon2611.net,0,0,0,0,0,6,2,8,0,0,1,1,9
red.niboe.info,0,0,0,0,0,1,17,18,0,1,1,2,20
crowleyclub.com,0,0,0,0,0,1,2,3,0,0,1,1,4
mastodon.world,816,1479,2187,4482,0,10210,15877,26087,64,30321,44535,74920,101007
social.process-one.net,0,0,0,0,0,0,0,0,0,1,6,7,7
social.retronerd.at,0,0,0,0,0,0,1,1,0,0,0,0,1
en.osm.town,16,3,12,31,0,375,428,803,2,25,84,111,914
feddit.online,0,0,0,0,0,0,3,3,0,0,0,0,3
ariesmc21.com,1,0,0,1,0,3,11,14,0,3,10,13,27
is-a.wyvern.rip,0,0,0,0,0,0,0,0,1,0,0,1,1
donley.io,0,0,0,0,0,0,1,1,0,0,0,0,1
iyasaretai.pw,4,10,48,62,0,9,84,93,0,32,95,127,220
dvd.chat,0,0,0,0,0,90,130,220,0,0,0,0,220
cooltrans.men,0,0,0,0,0,62,128,190,3,0,0,3,193
kinktroet.social,0,0,0,0,0,8,24,32,0,0,2,2,34
m.gctxl.com,0,0,0,0,0,1,1,2,0,0,0,0,2
touhou.vodka,0,0,0,0,0,0,3,3,0,0,0,0,3
rettiwtkcuf.social,0,0,0,0,0,4,12,16,0,0,0,0,16
social.mootech.eu,0,0,0,0,0,4,64,68,0,0,0,0,68
mastodon.wisellama.rocks,0,0,0,0,0,0,1,1,0,0,0,0,1
absolutelyhar.am,0,0,0,0,0,0,3,3,0,0,0,0,3
ramen-fsm.eu.org,0,0,0,0,0,108,252,360,0,0,0,0,360
social.gnuweeb.org,0,0,0,0,0,0,1,1,0,0,0,0,1
social.howellcloud.org,0,0,0,0,0,1,2,3,0,2,9,11,14
technocat.art,0,0,0,0,0,8,72,80,0,0,0,0,80
mastodon.peaceful.social,0,0,1,1,0,5,194,199,0,2,7,9,208
foxy.social,0,0,0,0,0,2,8,10,0,0,0,0,10
mastodon.screentimes.net,0,0,0,0,0,0,3,3,0,0,6,6,9
social.circl.lu,1,0,0,1,0,4,5,9,0,4,7,11,20
hates.company,0,0,0,0,0,3,39,42,0,0,0,0,42
pogs.cafe,0,0,0,0,0,0,1,1,0,1,0,1,2
toots.social,0,0,0,0,0,2,17,19,0,0,0,0,19
muri.network,0,0,0,0,0,20,21,41,0,0,0,0,41
sharkey.mkultra.monster,0,0,0,0,0,4,8,12,0,0,0,0,12
collar.place,0,0,0,0,0,0,3,3,0,0,0,0,3
tiphon.nerv-project.eu,0,0,0,0,0,0,1,1,0,0,0,0,1
gts.blahaj.pl,0,0,0,0,0,0,21,21,0,0,0,0,21
m.eula.dev,2,0,0,2,0,3,0,3,0,0,0,0,3
masto.sangberg.se,0,0,0,0,0,3,16,19,0,0,0,0,19
mitra.kemitix.net,0,0,0,0,0,8,2,10,0,0,0,0,10
toot.lat,0,0,0,0,0,4,0,4,0,0,0,0,4
crumb.lt,0,0,0,0,2,29,42,73,4,0,8,12,85
social.ornella.xyz,0,0,0,0,0,6,17,23,0,0,0,0,23
tomo.airen-no-jikken.icu,0,0,0,0,0,0,3,3,0,0,0,0,3
scg.owu.one,0,0,0,0,0,12,12,24,0,0,0,0,24
rally.guide,0,0,0,0,0,1,13,14,0,0,1,1,15
mastodont.cat,0,0,0,0,0,740,1444,2184,2,0,0,2,2186
port87.social,0,0,0,0,0,1,4,5,0,1,1,2,7
melb.social,0,0,0,0,0,2,4,6,0,0,0,0,6
felin.social,0,0,0,0,0,11,0,11,0,0,0,0,11
natsu.page,0,0,0,0,0,0,2,2,0,1,0,1,3
pao.moe,4,0,0,4,0,0,0,0,0,0,0,0,0
kirche.social,0,7,4,11,0,289,399,688,0,4,11,15,703
social.brittg.com,2,0,0,2,0,0,5,5,0,0,3,3,8
m.fa.gl,0,0,0,0,0,10,140,150,0,0,0,0,150
social.sunet.se,0,0,0,0,0,3,4,7,0,3,1,4,11
detroitriotcity.com,50,41,135,226,152,41,109,302,23,99,372,494,796
celtic.blue,0,0,0,0,0,8,9,17,0,0,0,0,17
shitpost.poridge.club,0,0,0,0,0,13,27,40,1,0,0,1,41
fedi.almeroth.com,0,0,0,0,0,5,8,13,0,0,0,0,13
social.chriswb.dev,0,0,0,0,0,0,1,1,0,0,0,0,1
podcastindex.social,1,2,7,10,0,14,49,63,1,0,5,6,69
nelson.social,0,0,0,0,0,1,75,76,0,0,0,0,76
mastodon.toptechtidbits.com,0,0,0,0,0,0,0,0,0,2,0,2,2
mi.harumakizaemon.net,0,0,0,0,0,2,0,2,0,0,0,0,2
loli.church,0,0,0,0,0,1,0,1,3,0,0,3,4
mst.airikr.me,0,0,0,0,0,2,23,25,0,0,0,0,25
mstdn.takuya-a.net,0,0,0,0,0,0,0,0,0,0,1,1,1
stephenwuebker.social,0,0,0,0,0,1,3,4,0,0,1,1,5
mastodon.rubywhite.com,0,0,0,0,0,3,12,15,0,0,0,0,15
mk.puzzlesskey.com,0,0,0,0,0,0,1,1,0,0,0,0,1
pollyanna.social,0,0,0,0,0,1,13,14,0,0,1,1,15
blob.love,8,1,0,9,0,7,26,33,2,72,291,365,398
social.gnieh.org,0,0,0,0,0,0,3,3,0,12,19,31,34
hub.mtf.party,0,0,0,0,0,0,2,2,0,0,0,0,2
social.twotenlabs.net,0,0,0,0,0,2,3,5,0,0,0,0,5
9ineverse.com,0,0,0,0,0,18,24,42,0,0,0,0,42
social.hulb.club,0,0,0,0,0,0,1,1,0,0,0,0,1
social.growyourown.services,0,0,0,0,0,1,9,10,2,0,0,2,12
displayeurope.social,0,0,0,0,0,2,0,2,0,0,0,0,2
umbracocommunity.social,2,5,6,13,0,6,17,23,0,0,1,1,24
social.di2.io,0,0,0,0,0,5,9,14,0,0,0,0,14
social.lukas-schieren.de,0,0,0,0,0,8,0,8,0,1,0,1,9
social.zvavybir.eu,0,0,0,0,0,102,233,335,0,0,2,2,337
mastodon.fozztexx.com,9,0,7,16,0,0,0,0,0,5,56,61,61
dementedandsadbut.social,1,0,0,1,0,19,95,114,1,3,23,27,141
v2.nyoki.club,0,0,5,5,0,0,0,0,0,0,3,3,3
social.logsequenz.de,3,0,0,3,0,0,1,1,0,0,2,2,3
plushies.social,2,8,63,73,0,126,632,758,0,10,82,92,850
bookstodon.thestorygraph.com,0,0,0,0,0,2,15,17,0,0,0,0,17
lemmy.dbzer0.com,0,0,0,0,0,0,1,1,0,0,0,0,1
daedric.world,0,0,0,0,0,0,7,7,0,0,0,0,7
social.securitytheater.net,0,0,0,0,0,1,0,1,0,0,0,0,1
mastodon.pariserstr.de,0,0,0,0,0,1,0,1,0,0,0,0,1
rda.komintern.work,0,1,0,1,0,15,31,46,0,2,3,5,51
tinnies.club,0,0,3,3,0,14,104,118,0,0,2,2,120
mastodon.hccp.org,0,0,0,0,0,30,89,119,0,0,10,10,129
mage.town,0,0,0,0,0,0,2,2,0,0,0,0,2
ngrdk.fedicity.net,0,0,0,0,0,2,1,3,0,2,0,2,5
driveinsaturday.org,0,0,0,0,0,14,16,30,0,0,2,2,32
cypherpunk.life,0,0,0,0,0,8,19,27,0,0,0,0,27
pixelfed.uno,0,0,0,0,0,13,346,359,0,0,0,0,359
buttplug.engineer,1,0,0,1,0,0,1,1,0,3,60,63,64
8bit.red,1,0,0,1,0,3,4,7,0,0,1,1,8
mastodon.joschlies.nohost.me,0,0,0,0,0,1,0,1,0,0,0,0,1
mastodon.tffppodcast.com,0,0,0,0,0,21,0,21,0,0,0,0,21
mastodon.wootton.dev,0,0,0,0,0,0,1,1,0,0,0,0,1
gts.bread-z.one,0,0,0,0,0,25,9,34,0,0,0,0,34
ohay.ooo,0,0,0,0,0,31,19,50,0,0,0,0,50
6t.vc,0,0,0,0,0,1,33,34,0,0,0,0,34
persadon.com,2,0,17,19,0,16,245,261,1,7,37,45,306
